Project_ID,Project_Type,Area,Floor_Count,Structure_Type,Contract_Type,Planned_Cost,Actual_Cost,Cost_Overrun,Planned_Duration,Actual_Duration,Schedule_Delay,Labor_Total,Equipment_Count,Resource_Utilization,Change_Order_Count,Change_Cost_Ratio,Defect_Count,Defect_Severity,Repair_Cost,Accident_Count,Risk_Level,Temperature,Rainfall
P000154,Building,4851,20,Steel,DBB,26421022013,34406934442,0.302256,173,212,0.226768,49,1,0.7158,1,0.0194,4,0.2417,99670834,3,0.3108,19.5,2.4
P000155,Remodeling,4887,7,SRC,CM-at-Risk,19345012983,23082817701,0.193218,146,169,0.161816,26,1,0.6148,1,0.0186,3,0.247,23271003,0,0.1887,16.0,44.9
P000156,Building,24478,30,Steel,DBB,102540600061,116665157557,0.137746,305,328,0.077984,130,12,0.7645,2,0.0224,4,0.2521,497465670,0,0.0821,24.6,2.1
P000157,Infrastructure,96856,5,Composite,Design-Build,428344241351,526233322482,0.228529,552,661,0.198525,223,11,0.6897,2,0.0296,5,0.3829,1841261370,1,0.1902,28.6,20.9
P000158,Remodeling,5667,17,Composite,Design-Build,17916642453,27770795802,0.55,177,249,0.408093,64,6,0.4802,5,0.0883,2,0.2665,22037519,3,0.3009,27.3,79.8
P000159,Building,10123,15,Composite,Design-Build,43041145988,52323227367,0.215656,300,349,0.166601,72,5,0.6028,2,0.037,5,0.5434,135471323,0,0.1604,16.1,1.5
P000160,Infrastructure,12110,2,SRC,Design-Build,56438750657,76326976246,0.352386,278,339,0.220355,39,3,0.563,1,0.0256,5,0.2597,208913480,4,0.3315,25.1,11.4
P000161,Building,23897,8,Concrete,Design-Build,124653601487,140756104419,0.129178,462,522,0.131661,105,5,0.8768,0,0.015,5,0.1224,287938442,1,0.2309,20.7,28.7
P000162,Infrastructure,42436,1,SRC,Turnkey,122260844077,153103098168,0.252266,512,622,0.216668,114,4,0.6796,2,0.0233,3,0.2228,181389118,1,0.1876,22.3,17.8
P000163,Infrastructure,11894,5,Steel,Design-Build,38612592474,45654679864,0.182378,190,212,0.117154,63,5,0.57,1,0.0243,2,0.4284,161420335,0,0.0873,13.8,57.1
P000164,Infrastructure,181843,1,RC,Design-Build,586780651762,780820211589,0.330685,672,874,0.301086,343,19,0.8899,5,0.0672,4,0.1876,1653006354,0,0.216,9.6,69.5
P000165,Building,18641,17,SRC,DBB,93248501209,118944897438,0.275569,265,316,0.194801,74,8,0.5498,3,0.0445,5,0.3244,351336108,1,0.1935,-0.8,49.5
P000166,Remodeling,14926,4,RC,DBB,68882867029,91569439285,0.32935,247,304,0.233669,51,4,0.8361,3,0.0284,5,0.3679,211744974,2,0.1835,13.3,89.8
P000167,Building,7209,16,Steel,CM-at-Risk,19894414174,22323064573,0.122077,120,127,0.063638,64,3,0.5859,0,0.0126,4,0.4778,167568045,0,0.1214,21.3,48.5
P000168,Building,12240,20,RC,CM-at-Risk,30471087474,33049764193,0.084627,171,185,0.087317,65,3,0.7072,0,0.0024,2,0.529,38995718,0,0.1262,16.5,5.1
P000169,Building,3949,16,SRC,DBB,9277897959,14040929545,0.513374,90,130,0.45,55,2,0.9293,3,0.042,7,0.3431,35199322,3,0.3456,25.7,181.2
P000170,Infrastructure,13174,4,Masonry,Turnkey,58384139441,71206580913,0.219622,356,411,0.156987,66,7,0.7539,2,0.0348,3,0.2037,72329126,0,0.1718,15.8,39.3
P000171,Infrastructure,24141,3,Steel,DBB,68246458718,100077494268,0.466413,299,383,0.281399,101,11,0.7204,3,0.0585,7,0.2838,321553271,4,0.3478,26.9,93.0
P000172,Building,47158,7,Masonry,DBB,86945739690,124472825126,0.431615,326,415,0.274112,134,8,0.729,3,0.0509,1,0.5169,71667295,4,0.3335,21.8,39.2
P000173,Infrastructure,15408,6,RC,CM-at-Risk,56951944180,64849470279,0.13867,205,221,0.078515,54,4,0.8427,1,0.0175,1,0.1452,16035105,0,0.1469,11.3,111.6
P000174,Building,16376,21,Composite,CM-at-Risk,64576788304,75511640444,0.169331,328,349,0.064242,69,7,0.8922,3,0.0621,3,0.1646,68665066,1,0.1603,24.7,3.4
P000175,Infrastructure,4181,1,RC,DBB,9933992935,12660009738,0.274413,121,139,0.151723,48,4,0.9025,1,0.0152,3,0.2688,21407188,5,0.3302,37.2,97.4
P000176,Building,4082,12,RC,DBB,7846894631,9124612330,0.162831,113,123,0.095124,23,2,0.7557,4,0.0387,5,0.1697,29641803,0,0.1202,11.8,22.8
P000177,Infrastructure,370492,1,Steel,Design-Build,1090892788399,1285271338114,0.178183,1197,1349,0.127155,251,12,0.7678,1,0.0182,1,0.2523,1259787430,0,0.1794,35.0,71.1
P000178,Building,18969,11,RC,DBB,81102883160,103742915199,0.279152,369,396,0.074424,46,1,0.7022,5,0.0874,4,0.1234,89953465,0,0.1747,8.7,64.1
P000179,Remodeling,2638,15,RC,CM-at-Risk,11720947548,13572154003,0.15794,153,167,0.092717,41,1,0.7425,1,0.0116,1,0.1793,7353443,2,0.2366,17.1,64.6
P000180,Building,4496,21,Composite,DBB,25215268044,30060633951,0.19216,209,242,0.159068,25,2,0.6667,2,0.0245,1,0.2078,10096420,1,0.1831,23.9,19.8
P000181,Building,8848,18,RC,DBB,21040304064,26001902326,0.235814,151,193,0.281375,59,2,0.7074,0,0.0074,2,0.1932,10138377,1,0.2545,23.7,82.1
P000182,Building,18699,12,Concrete,DBB,45486075938,60435120281,0.328651,235,308,0.314192,69,7,0.7076,0,0.0035,8,0.3916,168854288,3,0.3126,10.8,42.8
P000183,Remodeling,10143,4,Composite,Turnkey,17277592778,20747503568,0.200833,108,116,0.079055,65,5,0.7447,2,0.0289,4,0.1818,55037528,1,0.0927,9.7,84.3
P000184,Remodeling,3431,25,Steel,Design-Build,8353795018,10420574028,0.247406,90,98,0.093573,33,2,0.9601,3,0.0524,6,0.402,68900398,0,0.1776,7.4,76.8
P000185,Building,22517,13,SRC,Turnkey,78101043731,86778928800,0.111111,366,407,0.113737,52,3,0.7854,0,0.0035,2,0.1316,43484606,0,0.1911,26.4,111.7
P000186,Infrastructure,41544,1,Composite,CM-at-Risk,90593659774,119805041806,0.322444,401,522,0.302295,122,7,0.4562,2,0.0253,5,0.4613,758380477,2,0.2722,12.9,2.8
P000187,Remodeling,1752,12,SRC,CM-at-Risk,5161187780,6271472817,0.215122,90,92,0.030423,19,1,0.8312,4,0.0498,3,0.3129,19388504,0,0.1966,18.3,4.5
P000188,Infrastructure,101144,4,SRC,Design-Build,417171106503,505647674967,0.212087,651,692,0.063113,245,16,0.7172,2,0.0374,4,0.1377,894859909,2,0.2157,31.8,24.8
P000189,Infrastructure,62671,5,Concrete,Design-Build,235320579965,302243164380,0.284389,485,589,0.215583,99,7,0.6828,2,0.0472,4,0.2459,623511318,1,0.2918,-0.2,0.3
P000190,Building,170372,22,Masonry,Design-Build,427859277373,497624299704,0.163056,614,664,0.08298,397,24,0.8052,1,0.0231,4,0.1945,1536863099,2,0.1725,16.7,45.1
P000191,Building,14260,15,Concrete,DBB,60042618759,70457071025,0.173451,316,330,0.047022,83,5,0.6667,3,0.0472,5,0.4721,205434343,1,0.1399,2.1,32.2
P000192,Remodeling,1744,11,Masonry,Design-Build,4416340826,6128829977,0.387762,90,126,0.400986,31,2,0.9145,4,0.041,9,0.5337,60128308,1,0.2586,15.3,17.4
P000193,Remodeling,6078,4,Composite,Turnkey,11462533778,14297183993,0.247297,90,100,0.117354,25,2,0.7361,2,0.0291,3,0.4242,47536779,2,0.2037,20.2,10.8
P000194,Infrastructure,21346,1,Steel,DBB,95649293276,133094652503,0.391486,359,474,0.320522,68,5,0.908,1,0.0348,3,0.6511,517560863,3,0.3225,6.7,38.0
P000195,Building,6068,11,Steel,Design-Build,32398280799,38321107706,0.182813,163,179,0.098271,47,4,0.4766,0,0.0048,3,0.2483,93703767,4,0.2487,35.9,11.2
P000196,Building,7895,18,Composite,DBB,38467141763,48020341018,0.248347,241,270,0.121762,58,2,0.7951,1,0.0171,2,0.2741,44673519,3,0.1663,19.5,5.8
P000197,Infrastructure,25187,2,Concrete,Design-Build,74421440454,103595910276,0.392017,386,542,0.405179,74,3,0.615,3,0.0325,7,0.5531,1154454452,2,0.3225,6.5,18.6
P000198,Remodeling,12048,16,RC,Turnkey,61880851721,83678196097,0.352247,309,383,0.239564,89,2,0.6612,2,0.0387,5,0.9122,531176339,2,0.2505,5.3,7.7
P000199,Remodeling,4955,11,Masonry,CM-at-Risk,24611484093,34311682153,0.394133,191,238,0.246393,31,3,0.8148,2,0.0395,1,0.1606,8214899,4,0.33,17.8,15.8
P000200,Remodeling,1899,1,Masonry,DBB,8359375127,11396946345,0.363373,90,125,0.394254,28,2,0.7986,2,0.0346,6,0.1298,20375649,0,0.24,18.7,14.6
P000201,Infrastructure,45132,5,RC,CM-at-Risk,199687599799,234912692091,0.176401,425,467,0.099315,88,10,0.6839,2,0.0314,7,0.149,461143943,1,0.1363,21.7,34.8
P000202,Building,11201,20,Composite,DBB,64421192381,80005129766,0.241907,244,276,0.131195,74,5,0.6085,3,0.052,4,0.2096,139154559,1,0.1906,23.5,32.4
P000203,Building,19497,10,Concrete,Design-Build,70846724463,80414362061,0.135047,229,260,0.137047,46,2,0.8116,3,0.0258,4,0.1322,101804412,0,0.1358,25.5,21.5
P000204,Remodeling,7640,10,Masonry,Turnkey,27018632419,30940143746,0.145141,139,152,0.099871,76,9,0.6518,0,0.0013,4,0.4118,134869650,0,0.1598,14.5,21.5
P000205,Infrastructure,229287,1,RC,Design-Build,352834397707,425975557014,0.207296,763,824,0.080288,237,19,0.8069,4,0.0601,1,0.1161,78584551,0,0.2093,14.3,61.1
P000206,Building,11016,25,Concrete,Turnkey,51401345412,64530328458,0.255421,215,259,0.208619,73,8,0.6195,0,0.007,7,0.202,223560593,3,0.2306,7.4,5.9
P000207,Building,15531,12,RC,Design-Build,35651479175,47912700241,0.343919,278,361,0.300268,78,3,0.6446,4,0.0495,5,0.2753,119578303,2,0.2765,22.8,23.5
P000208,Infrastructure,24682,2,RC,DBB,77908600771,104501143472,0.34133,331,464,0.403404,52,5,0.8104,2,0.0377,2,0.1499,102528821,1,0.2772,14.0,34.6
P000209,Building,16817,8,RC,Design-Build,43120678572,55958653237,0.297722,221,258,0.170172,65,6,0.8499,5,0.0954,4,0.2372,119905432,0,0.2286,24.2,81.4
P000210,Building,11274,18,Steel,Design-Build,26877377474,33028319063,0.228852,205,225,0.101737,61,6,0.8771,6,0.0544,8,0.355,310628414,1,0.2085,21.1,58.9
P000211,Infrastructure,48467,4,Masonry,DBB,130682540204,154891350094,0.185249,388,440,0.136003,123,4,0.7829,1,0.0164,5,0.1542,382216703,1,0.1931,12.5,34.0
P000212,Infrastructure,28151,3,RC,Design-Build,88910605195,111765342992,0.257053,287,332,0.159207,96,4,0.682,1,0.0115,6,0.3105,793798649,4,0.255,17.9,7.0
P000213,Infrastructure,26458,3,Steel,DBB,116707481681,134821649912,0.15521,273,305,0.117957,128,5,0.699,0,0.0028,5,0.2512,318294866,1,0.1571,25.0,7.0
P000214,Building,9351,11,RC,DBB,24588151409,28417706814,0.155748,145,158,0.095133,82,4,0.6676,0,0.0012,0,0.6943,0,2,0.2474,18.8,74.9
P000215,Infrastructure,7039,5,RC,CM-at-Risk,22039469731,26982944831,0.224301,148,171,0.161062,60,4,0.8843,2,0.035,5,0.4008,193806593,2,0.1904,8.5,67.3
P000216,Building,33093,4,Concrete,Turnkey,66937906311,83506443819,0.247521,374,451,0.207534,108,5,0.7071,2,0.0398,3,0.0647,59930333,0,0.1467,6.2,169.2
P000217,Building,11211,13,Composite,CM-at-Risk,27580445077,33336842510,0.208713,134,156,0.169133,69,5,0.6341,2,0.0312,3,0.2806,63113000,1,0.192,18.1,22.2
P000218,Infrastructure,93596,7,Composite,CM-at-Risk,213220704433,259116247841,0.215249,446,494,0.108981,141,12,0.8208,2,0.0392,1,0.1235,72323209,2,0.1975,12.8,50.9
P000219,Infrastructure,4586,3,RC,Turnkey,11789827221,14055490107,0.192171,90,96,0.077186,39,2,0.8683,2,0.0457,3,0.4599,40317391,1,0.1518,13.4,44.1
P000220,Remodeling,2549,13,RC,Turnkey,6245157636,8455930948,0.353998,112,148,0.322234,39,3,0.6784,1,0.0135,3,0.1735,15252852,3,0.3132,21.8,25.6
P000221,Infrastructure,8768,1,Masonry,Turnkey,27202753906,31297693262,0.150534,158,172,0.093888,34,1,0.5955,1,0.0178,2,0.1757,16197288,0,0.1294,8.5,12.8
P000222,Infrastructure,16190,1,Concrete,Turnkey,34747850658,47758905354,0.374442,252,328,0.302864,38,2,0.7799,4,0.0488,1,0.4769,33472679,2,0.2776,12.0,98.2
P000223,Building,40379,12,RC,Design-Build,205002945847,268218884246,0.308366,645,790,0.225529,70,4,0.7693,2,0.0243,3,0.642,1560058233,4,0.3258,6.5,47.0
P000224,Building,11783,3,SRC,DBB,47617863102,56490261444,0.186325,211,234,0.112551,68,7,0.844,2,0.0345,5,0.3291,347829928,2,0.196,12.8,54.2
P000225,Building,13003,19,Steel,Design-Build,62232467198,67838367843,0.09008,255,259,0.016582,66,5,0.9249,1,0.0172,4,0.403,107894764,1,0.1619,20.4,11.6
P000226,Building,10716,6,Composite,Design-Build,48185753652,57797028632,0.199463,248,307,0.237975,59,3,0.8813,1,0.0215,8,0.5146,552583428,0,0.134,23.1,32.5
P000227,Remodeling,5443,8,Steel,DBB,17828390518,25863806579,0.450709,109,134,0.229443,59,3,0.5054,2,0.0385,4,0.1684,42132280,3,0.2532,18.3,66.4
P000228,Building,19641,14,SRC,Design-Build,40975459706,46008106642,0.122821,273,302,0.10928,91,6,0.7402,1,0.0181,3,0.2651,68516252,1,0.2298,17.7,29.6
P000229,Remodeling,6339,13,RC,CM-at-Risk,18528997967,28719946848,0.55,192,247,0.28818,65,5,0.5266,4,0.0692,4,0.559,60967078,4,0.3228,17.1,110.1
P000230,Infrastructure,29704,1,Masonry,CM-at-Risk,106699522317,142643390399,0.33687,380,442,0.163291,84,4,0.4873,3,0.0503,7,0.2365,730270897,3,0.2712,3.2,14.6
P000231,Remodeling,6874,5,RC,Design-Build,29178790972,37070107454,0.270447,201,254,0.266519,53,4,0.8229,1,0.0115,8,0.3463,135571720,2,0.2565,19.8,82.0
P000232,Infrastructure,24782,2,Steel,CM-at-Risk,49576360832,62080956748,0.252229,300,371,0.239116,101,10,0.8557,2,0.0289,5,0.3745,366199920,1,0.1638,6.4,53.2
P000233,Infrastructure,82456,3,Steel,DBB,328130218482,377782555012,0.151319,834,972,0.166425,155,17,0.8341,0,0.0031,7,0.4081,1188506140,0,0.124,7.3,15.8
P000234,Building,6776,14,RC,Turnkey,38785979080,47296592539,0.219425,277,300,0.083191,69,6,0.7405,4,0.0551,5,0.3736,305823089,2,0.2112,17.2,35.0
P000235,Building,15296,11,Masonry,DBB,45812711058,55862187355,0.21936,288,329,0.142912,71,2,0.4692,1,0.0241,0,0.4496,0,1,0.1579,19.4,49.4
P000236,Infrastructure,52503,1,RC,Turnkey,186434698114,225235114616,0.208118,637,698,0.097036,80,5,0.9049,4,0.0587,3,0.2445,432309763,1,0.1482,13.1,61.9
P000237,Building,3994,23,Concrete,DBB,18227948429,24940445121,0.368253,171,236,0.380154,38,1,0.7131,2,0.0356,12,0.775,523576713,2,0.2658,5.2,25.7
P000238,Building,9959,1,Concrete,DBB,16343341473,20543760008,0.257011,107,141,0.322826,38,2,0.7278,1,0.0127,1,0.6939,20512724,0,0.1826,25.5,69.7
P000239,Infrastructure,71962,3,Masonry,DBB,168727747831,223490363122,0.324562,482,589,0.223829,184,21,0.6664,1,0.0093,4,0.0567,46330426,4,0.3141,18.5,42.8
P000240,Building,6916,5,Concrete,DBB,25875186931,33685870857,0.30186,220,266,0.211649,63,2,0.804,1,0.0205,2,0.4997,101739978,4,0.2935,2.6,91.7
P000241,Remodeling,3236,13,Composite,Design-Build,15325022448,18911123675,0.234003,113,123,0.09621,25,1,0.7984,3,0.0421,5,0.3106,113593685,0,0.0914,18.8,54.4
P000242,Remodeling,12682,9,SRC,Design-Build,47986171814,70507473845,0.469329,297,341,0.150263,71,2,0.6041,6,0.0858,6,0.4076,143913023,2,0.272,3.7,27.2
P000243,Remodeling,2725,12,Composite,Design-Build,12362461406,15159863897,0.226282,133,146,0.10427,34,3,0.6982,2,0.0227,2,0.1314,11710938,2,0.1833,15.9,32.6
P000244,Building,17424,18,RC,Turnkey,40246052300,48425941691,0.203247,207,249,0.207312,98,9,0.5886,0,0.0104,2,0.1618,49305244,2,0.2028,15.0,11.3
P000245,Building,3833,21,Composite,Turnkey,17287159334,19029255528,0.100774,134,153,0.146421,55,4,0.8645,1,0.0133,4,0.244,28604754,0,0.1656,7.9,29.3
P000246,Remodeling,1952,14,RC,Turnkey,9853337363,11797440238,0.197304,131,144,0.106,27,3,0.8503,2,0.0229,6,0.1743,46378181,0,0.2034,14.9,126.6
P000247,Building,5879,4,Masonry,Design-Build,11571657594,13103768202,0.132402,140,148,0.064018,52,4,0.687,2,0.0244,2,0.3305,35323998,0,0.13,15.9,1.9
P000248,Remodeling,33832,11,Masonry,Turnkey,115762190741,165997656461,0.433954,311,385,0.239334,112,7,0.5229,5,0.0682,5,0.189,137559880,0,0.2432,17.2,16.9
P000249,Remodeling,4899,6,RC,DBB,10993889362,14463516869,0.315596,156,196,0.256444,45,5,0.7413,2,0.0305,3,0.4006,30174458,1,0.1896,11.4,49.5
P000250,Remodeling,2309,1,Composite,Design-Build,4800412695,6256253054,0.303274,90,103,0.146451,29,2,0.7623,3,0.0416,6,0.2136,25678098,0,0.2358,13.1,108.5
P000251,Building,12991,18,Composite,DBB,53102222727,70449869256,0.326684,291,347,0.195319,55,2,0.8031,3,0.0264,7,0.2185,270655862,3,0.2473,6.9,155.8
P000252,Building,10737,7,Steel,DBB,28598247511,32726147154,0.144341,195,215,0.106393,79,5,0.58,0,0.0018,2,0.213,30049776,0,0.1472,7.3,162.7
P000253,Remodeling,4394,10,RC,Design-Build,23351484145,32319131249,0.384029,210,252,0.202696,32,2,0.8369,3,0.0486,2,0.5311,80461810,2,0.2242,9.6,66.2
P000254,Building,11843,23,RC,CM-at-Risk,57343844557,66773409012,0.164439,323,374,0.158415,78,7,0.5674,1,0.0178,5,0.2045,111100359,2,0.2456,4.9,6.7
P000255,Building,6808,5,Composite,Design-Build,33623289449,36555912754,0.08722,157,168,0.076382,67,7,0.7896,1,0.0184,2,0.4408,111852488,0,0.1493,16.2,1.1
P000256,Infrastructure,500000,1,SRC,Design-Build,1122493895402,1657967260770,0.477039,942,1365,0.45,234,9,0.8485,6,0.0976,13,0.26,9251088833,1,0.3492,18.9,1.5
P000257,Remodeling,9001,9,RC,Design-Build,38591201595,48651310391,0.260684,197,244,0.239926,36,1,0.4843,0,0.0036,4,0.3014,205380770,2,0.1617,17.8,22.3
P000258,Infrastructure,14796,4,SRC,DBB,63855857587,77871196633,0.219484,309,349,0.130179,47,4,0.4,2,0.0255,3,0.3379,247447016,0,0.1576,18.4,56.1
P000259,Infrastructure,133637,3,Masonry,Design-Build,240124941302,282021700935,0.174479,645,656,0.018328,120,14,0.6673,1,0.024,1,0.1843,184078695,0,0.0929,18.1,5.4
P000260,Building,18674,19,Masonry,DBB,70483316982,82890142853,0.176025,387,439,0.136025,77,4,0.888,2,0.0267,2,0.0982,62652689,0,0.1167,22.6,114.3
P000261,Infrastructure,38753,3,Composite,CM-at-Risk,100491228970,131318822789,0.306769,364,433,0.189884,145,16,0.8722,3,0.0396,3,0.4025,590896282,1,0.2534,14.3,174.6
P000262,Remodeling,8744,8,Composite,DBB,20838102126,29170508994,0.399864,150,195,0.300082,58,6,0.9281,4,0.0607,8,0.4461,308478012,1,0.2407,7.4,27.4
P000263,Building,18765,8,Composite,Turnkey,89187688000,127240061023,0.426655,279,387,0.388594,101,10,0.8957,2,0.0288,6,0.4454,642078733,3,0.3616,21.8,165.1
P000264,Infrastructure,16004,1,RC,Turnkey,69515517666,81844859394,0.177361,277,296,0.071539,41,1,0.6836,1,0.0117,0,0.5206,0,2,0.1942,8.9,194.9
P000265,Remodeling,5900,7,RC,Design-Build,26906310606,40093066527,0.490099,228,262,0.150062,63,4,0.7342,6,0.0903,3,0.5201,152479858,3,0.2955,31.2,0.1
P000266,Infrastructure,77834,3,Steel,DBB,165554999113,217703168283,0.31499,397,450,0.13436,141,14,0.6935,5,0.062,6,0.2285,384585181,0,0.1701,19.0,29.0
P000267,Infrastructure,18104,2,Steel,CM-at-Risk,60440157565,64129303902,0.061038,242,246,0.020355,90,8,0.8328,1,0.0112,7,0.3027,369722884,0,0.0807,15.8,8.5
P000268,Infrastructure,39824,3,RC,CM-at-Risk,143387131023,180356491627,0.257829,358,443,0.238988,94,8,0.6334,0,0.0016,2,0.3839,458749388,3,0.3149,14.0,55.7
P000269,Building,2736,12,Composite,Design-Build,6912473660,8168877959,0.181759,124,141,0.140841,26,2,0.8105,2,0.0421,2,0.3593,21373874,1,0.1992,19.7,36.9
P000270,Building,3205,15,Composite,Turnkey,13174701379,15002454050,0.138732,119,124,0.049038,24,1,0.6498,3,0.0392,3,0.5136,97732850,1,0.1397,26.1,88.7
P000271,Remodeling,6043,7,RC,Design-Build,16318767599,22106479628,0.354666,140,186,0.331835,34,1,0.7926,2,0.0274,4,0.2066,49100771,2,0.291,5.9,13.8
P000272,Remodeling,9234,6,Steel,DBB,40261545362,53313814968,0.324187,250,294,0.177265,41,1,0.4,2,0.0215,7,0.3485,465315837,1,0.2467,18.2,232.9
P000273,Remodeling,3887,17,RC,Turnkey,18636514288,24425071535,0.310603,132,161,0.221043,54,2,0.8073,2,0.0352,3,0.1347,23161757,1,0.2305,3.4,57.1
P000274,Remodeling,10815,2,RC,DBB,37928817784,51879985185,0.367825,208,247,0.190577,36,3,0.7478,2,0.0394,4,0.3504,199245369,4,0.2442,30.0,78.1
P000275,Infrastructure,479521,3,Steel,DBB,2137948611203,2550970351606,0.193186,1312,1523,0.161196,371,39,0.8013,0,0.0064,3,0.3077,6185432289,1,0.1632,6.3,34.3
P000276,Infrastructure,26559,2,Steel,Turnkey,71047780327,91524034808,0.288204,381,466,0.225518,94,7,0.9722,3,0.0442,3,0.3919,143848558,2,0.2406,13.7,21.2
P000277,Remodeling,3604,4,Steel,Turnkey,14507951484,19122118405,0.318044,168,200,0.19446,21,1,0.8583,5,0.0462,4,0.174,44159495,1,0.173,19.9,2.5
P000278,Infrastructure,1871,2,Steel,Design-Build,8364409815,9987665734,0.194067,124,131,0.060497,22,1,0.8756,4,0.0573,1,0.5689,19894594,0,0.1498,26.5,94.2
P000279,Infrastructure,73728,2,SRC,DBB,217209554539,275258807989,0.26725,428,494,0.154984,115,13,0.8081,2,0.0342,4,0.2809,393798499,1,0.1605,21.0,163.0
P000280,Remodeling,3910,4,Steel,Design-Build,13846462307,19462933580,0.405625,133,157,0.182522,25,1,0.6608,6,0.062,7,0.232,66064985,2,0.2524,25.8,187.5
P000281,Remodeling,10957,3,SRC,DBB,45549529259,57111320721,0.253829,291,321,0.10625,59,3,0.6048,2,0.0342,3,0.0989,18039501,0,0.1269,25.8,1.6
P000282,Building,21333,4,SRC,Turnkey,78230594114,83554577196,0.068055,407,461,0.134219,54,3,0.5891,0,0.0038,1,0.0578,9456636,0,0.1407,22.5,27.5
P000283,Building,11414,2,RC,DBB,25318915170,32975734901,0.302415,163,209,0.285847,46,4,0.6462,1,0.0166,3,0.3197,28751880,2,0.2966,31.9,128.2
P000284,Building,13926,15,SRC,CM-at-Risk,34391860596,38461690203,0.118337,271,299,0.106237,84,3,0.7921,2,0.02,4,0.1681,72138878,0,0.1574,10.3,0.4
P000285,Infrastructure,49853,3,RC,Turnkey,177372500269,211553067933,0.192705,463,554,0.197231,77,6,0.6823,1,0.0114,4,0.5333,1175193954,0,0.0432,10.4,26.8
P000286,Building,27511,17,RC,DBB,58414385176,75154370779,0.286573,338,440,0.304704,130,13,0.706,2,0.0258,4,0.2547,96468532,1,0.242,14.7,66.8
P000287,Building,19582,25,SRC,DBB,46656415977,59081952679,0.26632,287,321,0.121125,109,7,0.7187,3,0.0355,2,0.221,56161899,3,0.2543,9.7,29.8
P000288,Infrastructure,41087,1,RC,Design-Build,75842665043,96921768623,0.277932,221,270,0.225593,69,7,0.8944,2,0.0405,5,0.2508,260360634,1,0.1671,10.8,40.1
P000289,Building,7557,15,Steel,DBB,29806145760,34179005404,0.14671,227,261,0.149956,31,3,0.7921,1,0.0136,2,0.0231,4311808,0,0.1886,9.4,9.4
P000290,Infrastructure,21960,4,SRC,Turnkey,63820220787,77243719285,0.210333,320,357,0.11764,72,3,0.6751,4,0.0544,6,0.4325,276332251,0,0.1868,7.3,28.3
P000291,Building,5710,23,Concrete,Turnkey,23362367235,26293129479,0.125448,217,232,0.073668,73,6,0.7451,1,0.014,6,0.131,72252418,1,0.1052,11.3,38.0
P000292,Building,1124,16,SRC,Turnkey,6116956843,7026279179,0.148656,108,128,0.190496,28,1,0.6819,1,0.0134,8,0.323,74695140,0,0.0986,12.5,10.8
P000293,Remodeling,4549,8,Steel,DBB,16456888670,21233451235,0.290247,133,149,0.121559,30,1,0.5786,2,0.0276,1,0.6745,45214577,0,0.1964,19.9,157.2
P000294,Building,10703,1,Steel,CM-at-Risk,32033873110,35233384322,0.099879,229,239,0.046706,44,5,0.5994,1,0.0195,5,0.4763,230484800,0,0.0904,21.1,3.5
P000295,Building,23758,6,RC,Design-Build,115231429899,136081635287,0.180942,402,449,0.117699,62,5,0.6731,2,0.0376,5,0.5621,858763063,1,0.1988,22.3,87.6
P000296,Infrastructure,8200,3,Steel,Design-Build,25710542479,34981121333,0.360575,184,214,0.16809,48,4,0.5421,5,0.0817,7,0.4934,228829131,2,0.2334,24.8,29.4
P000297,Remodeling,2840,13,Masonry,CM-at-Risk,9695134172,11045501544,0.139283,103,116,0.132224,41,2,0.6605,0,0.0049,6,0.4274,29874446,0,0.1886,17.7,34.8
P000298,Building,26229,26,RC,Design-Build,63988738856,71720562160,0.120831,221,249,0.129383,77,8,0.8916,0,0.0024,3,0.6103,137802034,2,0.2015,15.0,75.7
